Column1,Type,Phylum,Class,Order,Family,Genus,Species,Human,Zoonotic,Domestic,Wildlife,HostGroup,HostOrder,HostFamily,HostSpecies,HostName,Association,Method,Reference,PMID,Additional,Synonym,Disease,Taylor,Emerging,Emerging.Source,VectorBorne,GramStain,Motility,Spore,Oxygen,Cell,Infection,Abbreviation,Strain,Genome,Gsize,ProteinCount,PercentGC,HostSpeciesPHB,HostSpecies.new,N.genomes,Genome.size,Genome.GC,Genome.genes
4439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Rodentia,Rodentia,Cricetidae,Cricetus cricetus,Black-bellied hamster,Pathogenic,Isolation,,24442485,,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Cricetuscricetus,Cricetus cricetus,63,4.724958571,47.45211429,4396.761905
4440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,Isolation,,4546844,3056376,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,63,4.724958571,47.45211429,4396.761905
4441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bubalus bubalis,Water buffalo,Pathogenic,Isolation,,9066962,,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Bubalusbubalis,Bubalus bubalis,63,4.724958571,47.45211429,4396.761905
4442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Capra hircus,Domestic goat,Pathogenic,Isolation,,16167386,2098020,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Caprahircus,Capra hircus,63,4.724958571,47.45211429,4396.761905
4443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Ovis aries,Domestic sheep,Pathogenic,Isolation,,2043083,2098020,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Ovisaries,Ovis aries,63,4.724958571,47.45211429,4396.761905
4444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Camelidae,Lama glama,Llama,Pathogenic,Isolation,,24442485,,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Lamaglama,Lama glama,63,4.724958571,47.45211429,4396.761905
4445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Suidae,Sus scrofa domesticus,Domestic pig,Pathogenic,Isolation,,4546844,2098020,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Susscrofadomesticus,Sus scrofa domesticus,63,4.724958571,47.45211429,4396.761905
4447,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yes,Yes,Yes,Yes,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,European rabbit,Pathogenic,Isolation,,24442485,,"Shigella pseudotuberculosis; Pasteurella pseudotuberculosis; Pasteurella lymphangitidis, etc.",,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Oryctolaguscuniculus,Oryctolagus cuniculus,63,4.724958571,47.45211429,4396.761905
4452,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser baerii,Siberian sturgeon,Pathogenic,Isolation,,NA,https://www.cabdirect.org/cabdirect/abstract/19872295789,,Enteric redmouth,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Acipenserbaerii,Acipenser baerii,63,3.765340476,47.58330635,3485.492063
4453,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser schrenckii,Amur sturgeon,Pathogenic,Isolation,,23241058,,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Acipenserschrenckii,Acipenser schrenckii,63,3.765340476,47.58330635,3485.492063
4454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Perciformes,Cichlidae,Oreochromis niloticus,Nile tilapia,Pathogenic,Isolation,,NA,http://scholar.cu.edu.eg/sites/default/files/alaaeldineissa-aquatichealth/files/yersinia_reprint.pdf,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Oreochromisniloticus,Oreochromis niloticus,63,3.765340476,47.58330635,3485.492063
4455,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Perciformes,Percidae,Perca fluviatilis,European perch,Pathogenic,Isolation,,NA,DOI: 10.1111/j.1365-2761.1992.tb00650.x,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Percafluviatilis,Perca fluviatilis,63,3.765340476,47.58330635,3485.492063
4456,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Coregonus muksun,Muksun,Pathogenic,Isolation,,NA,DOI: 10.1111/j.1365-2761.1986.tb00993.x,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Coregonusmuksun,Coregonus muksun,63,3.765340476,47.58330635,3485.492063
4457,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Coregonus peled,Peled,Pathogenic,Isolation,,NA,DOI: 10.1111/j.1365-2761.1986.tb00993.x,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Coregonuspeled,Coregonus peled,63,3.765340476,47.58330635,3485.492063
4458,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus mykiss,Rainbow trout,Pathogenic,Isolation,,12747420,,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Oncorhynchusmykiss,Oncorhynchus mykiss,63,3.765340476,47.58330635,3485.492063
4459,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus tshawytscha,Chinook salmon,Pathogenic,Isolation,,17501736,,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Oncorhynchustshawytscha,Oncorhynchus tshawytscha,63,3.765340476,47.58330635,3485.492063
4460,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Salmo salar,Atlantic salmon,Pathogenic,Isolation,,NA,DOI: 10.1111/j.1365-2761.1986.tb00993.x,,Enteric redmouth,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Salmosalar,Salmo salar,63,3.765340476,47.58330635,3485.492063
4461,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,Aquaculture,No,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus punctatus,Channel catfish,Pathogenic,Isolation,,NA,DOI: 10.1046/j.1365-2761.1999.00196.x,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Ictaluruspunctatus,Ictalurus punctatus,63,3.765340476,47.58330635,3485.492063
4462,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,25356360,,,,Yes,No,,No,Gram-negative,Non-motile,No,Facultatively anaerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,63,3.765340476,47.58330635,3485.492063
4464,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,3301708,2254424,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,51,2.026265098,42.5446451,2253.823529
4542,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Gazella cuvieri,Cuvier's gazelle,Pathogenic,PCR,,NA,http://dx.doi.org/10.1016/j.theriogenology.2016.09.019,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Gazellacuvieri,Gazella cuvieri,51,2.026265098,42.5446451,2253.823529
4543,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Gazella dorcas,Dorcas gazelle,Pathogenic,Antibodies,,22247396,http://dx.doi.org/10.1016/j.theriogenology.2016.09.019,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Gazelladorcas,Gazella dorcas,51,2.026265098,42.5446451,2253.823529
4547,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Hippotragus niger,Sable antelope,Pathogenic,PCR,,18708658,Wildpro,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Hippotragusniger,Hippotragus niger,51,2.026265098,42.5446451,2253.823529
4548,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Kobus ellipsiprymnus,Waterbuck,Pathogenic,PCR,,18708658,Wildpro,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Kobusellipsiprymnus,Kobus ellipsiprymnus,51,2.026265098,42.5446451,2253.823529
4549,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Nanger dama,Dama gazelle,Pathogenic,PCR,,NA,http://dx.doi.org/10.1016/j.theriogenology.2016.09.019,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Nangerdama,Nanger dama,51,2.026265098,42.5446451,2253.823529
4563,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,Antibodies,,11021428,,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Bostaurus,Bos taurus,51,2.026265098,42.5446451,2253.823529
4565,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Capra hircus,Domestic goat,Pathogenic,PCR,,15066733,8069841,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Caprahircus,Capra hircus,51,2.026265098,42.5446451,2253.823529
4566,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Ovis aries,Domestic sheep,Pathogenic,PCR,,27121001,15066733,Rickettsia diaporica; Rickettsia burneti,Q fever,Yes,Yes,Jones,Yes,Gram-negative,Non-motile,Yes,Aerobic,Obligate intracellular,NA,NA,NA,NA,NA,NA,NA,Ovisaries,Ovis aries,51,2.026265098,42.5446451,2253.823529
4569,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,Fluoribacter bozemanae,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,6690465,,Legionella bozemanii; Legionella bozemaniae; Fluoribacter bozemaniae,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,5,4.095068,37.92,3719.333333
4570,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,Fluoribacter dumoffii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,3536052,,Legionella dumoffii,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,1,4.12336,39.6,3731
4571,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,Fluoribacter gormanii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,3278000,,Legionella gormanii,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,6,3.884935,38.11666667,3360.25
4572,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella anisa,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,1973219,,,Pontiac fever; Legionellosis; Legionaire's disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,4,4.42978,38.231525,3979.333333
4573,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella birminghamensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Wilkinson et al. 1987,3320081,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,3.753486667,43.46666667,3261
4574,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella cardiaca,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Pearce et al. 2012,22286905,,,,No,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,0,NA,NA,NA
4575,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella cherrii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,12097254,doi: 10.1099/00207713-35-1-50 ,Legionella cherryi,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,3.80448,38.9,3342.5
4576,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella cincinnatiensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Thacker et al. 1988,3281971,8011820,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,4.061973333,36.8,3544
4577,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella feeleii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Herwaldt et al. 1984,6696354,,,Pontiac fever; Legionellosis; Legionaire's disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,5,3.585522,41,3363.75
4578,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,4077960,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,3.57717,38.94846667,3246.333333
4579,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella jordanis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,3410951,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,6,3.070516667,41.73333333,2787.75
4580,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella lansingensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Thacker et al. 1992,1401005,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,2.932806667,40.66666667,2703.5
4581,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella londiniensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,23052303,,,Legionnaires' disease,No,No,,No,Gram-negative,Non-motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,2.42024,43.33333333,2255
4582,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella longbeachae,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,McKinney et al. 1981,7235414,,,Pontiac fever; Legionellosis; Legionaire's disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,4,3.8292625,38.032,3406
4583,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella nagasakiensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Yang et al. 2012,21398499,,,Legionellosis; Legionnaires' disease,No,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,1,2.69356,41.1,NA
4584,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella oakridgensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,3980699,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Non-motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,3.18091,39.56666667,2898.333333
4585,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella parisiensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,9196178,,Legionella parisensis,Legionellosis; Legionnaires' disease,No,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,4,4.1935925,37.95,3751
4586,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,15448271,,,Pontiac fever; Legionellosis; Legionaire's disease,Yes,Yes,Taylor; Jones,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,630,3.454271267,38.27451524,3161.971292
4587,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella rubrilucens,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,20558588,,,,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,2,3.15829,47.6,2905
4588,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sainthelensi,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,10323647,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,5,4.215456,36.96094,3676
4589,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella tucsonensis,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Thacker et al. 1989,2671032,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,2,3.356825,37.4,3005
4590,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella wadsworthii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Edelstein et al. 1982,6756238,,,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,2,3.586505,38.05,3203
4591,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella waltersii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,NA,DOI: 10.1111/j.1651-2227.2005.tb01828.x,,,No,No,,No,Gram-negative,Motile,No,Aerobic,Facultative intracellular,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,3,3.684023333,39.13333333,3400.5
4592,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Legionella maceachernii,Yes,No,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,1624578,4066917,Tatlockia maceachernii,Legionellosis; Legionnaires' disease,Yes,No,,No,Gram-negative,Motile,No,Aerobic,,NA,NA,NA,NA,NA,NA,NA,Homosapiens,Homo sapiens,4,3.6227075,40.5,3258
